country,sor_code,description,unit,published_unit,rate_2026,currency,section,source
IN,15.39.1,Dismantling wooden boardings in lining of walls and partitions (Up to 10 mm thick),m2,sqm,62.26,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.39.2,Dismantling wooden boardings in lining of walls and partitions (Thickness above 10 mm up to 25 mm),m2,sqm,79.32,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.39.3,Dismantling wooden boardings in lining of walls and partitions (Thickness above 25 mm up to 40 mm),m2,sqm,92.36,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.4,Demolishing R.B. work manually/ by mechanical means,m3,cum,1170.99,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.41,Dismantling cement asbestos or other hard board ceiling or partition walls,m2,sqm,57.49,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.43.1,Dismantling (Water bound macadam road),m2,sqm,222.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.49,Taking out C.I. cover with frame from R.C.C. top slab of inspection chambers,item,each,415.75,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.50,Dismantling of R.C.C. spun vent shaft,item,each,4720.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.51,Dismantling of road gully chamber,item,each,978.79,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.54,Dismantling of spindle fire hydrant,item,each,739.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.57,"Dismantling aluminium/ Gypsum partitions, doors, windows, fixed glazing and false ceiling",m2,sqm,57.49,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,15.60,"Disposal of building rubbish / malba / similar unserviceable, dismantled or waste materials by mechanical means",m3,cum,271.21,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.1,Preparation and consolidation of sub grade with power road roller of 8 to 12 tonne capacity,m2,sqm,223.17,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.10,Making bajri path,m2,sqm,235,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.11,Dry stone pitching 22.5 cm thick,m2,sqm,1016.45,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.13.2,Cutting road and making good the same (Water bound macadam),m3,cum,3204.92,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.14,Cutting bajri paths and making good the same,m2,sqm,300.27,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.15.1,Supplying at site (R.C.C. Standards post/struts/rails/pales),m3,cum,35367.15,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.15.2,Supplying at site (Welded steel wire fabric),t,kg,0.092,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.16,Supplying and fixing turn buckles and straining bolts for barbed wire fencing,item,each set,301.38,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.17.1,Fencing with R.C.C. post (With G.I. barbed wire),m,metre,15.39,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.18.1,Fencing with angle iron post (With G.I. barbed wire),m,metre,24.23,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.19,Supplying at site Angle iron post & strut of required size,t,kg,0.1236,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.20,Welded steel wire fabric fencing,m2,sqm,68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.21,Engraving letters in hard stone,item,each,274.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.22,Providing and fixing 15x15x90cm boundary stone of hard stone,item,each,274.96,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.25,Surface dressing on new surface with paving bitumen of grade VG - 10,m2,sqm,220.25,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.26,Surface dressing on new surface in two coats with bitumen of grade VG - 10,m2,sqm,306.63,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.27,Surface dressing on old surface with hot bitumen of grade VG - 10,m2,sqm,170.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.28,Surface dressing one coat on new surface with bitumen of specified grade,m2,sqm,209.95,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.29,Surface dressing one coat on old surface with bitumen of specified grade,m2,sqm,132.85,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.1,Supplying and stacking at site (90 mm to 45 mm size stone aggregate),m3,cum,2395.84,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.10,Supplying and stacking at site (Moorum),m3,cum,1098.3,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.2,Supplying and stacking at site (63 mm to 45 mm size stone aggregate),m3,cum,2008.68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.3,Supplying and stacking at site (53 mm to 22.4 mm size stone aggregate),m3,cum,2271.89,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.6,Supplying and stacking at site (Stone screening 13.2 mm nominal size (Type A)),m3,cum,2306.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.7,Supplying and stacking at site (Stone screening 11.2 mm nominal size (Type B)),m3,cum,2554.51,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.8,Supplying and stacking at site (Red bajri),m3,cum,1925.64,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.3.9,Supplying and stacking at site (Good earth),m3,cum,772.34,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.30.1,Providing and applying tack coat using hot straight run bitumen of grade VG - 10 (On W.B.M. @ 0.75 Kg / sqm),m2,sqm,55.88,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.31.1.1,Providing and applying tack coat using bitumen emulsion (On W.B.M / W.M.M. @ 0.4kg/sqm),m2,sqm,14.34,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.31.2.1,Providing and applying tack coat using medium setting bitumen emulsion (On W.B.M / W.M.M. @ 0.4kg/sqm),m2,sqm,20.21,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.32.1,2 cm premix carpet surfacing (With paving Asphalt grade VG - 10 heated and then mixed with solvent),m2,sqm,233.99,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.32.2,2 cm premix carpet surfacing (With paving Asphalt grade VG - 30 with no solvent),m2,sqm,261.5,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.32.3,2 cm premix carpet surfacing (With Refinery Modified Bitumen CRMB 55),m2,sqm,242.33,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.33.1,2.5 cm premix carpet surfacing (With paving Asphalt grade VG - 10 heated and then mixed with solvent),m2,sqm,280.66,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.33.2,2.5 cm premix carpet surfacing (With paving Asphalt grade VG - 30 with no solvent),m2,sqm,315.04,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.33.3,2.5 cm premix carpet surfacing (With Refinery Modified Bitumen CRMB 55),m2,sqm,291.11,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.34,2 cm premix carpet surfacing with bitumen emulsion,m2,sqm,210.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.35,2.5 cm premix carpet surfacing with bitumen emulsion,m2,sqm,253.77,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.36.1,Providing and laying Bitumen Penetration Macadam (For 50mm compacted thickness),m2,sqm,512.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.36.2,Providing and laying Bitumen Penetration Macadam (For 75 mm compacted thickness),m2,sqm,756.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.37.1,Providing and laying bitumen mastic wearing course (25 mm thick),m2,sqm,898.8,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.37.2,Providing and laying bitumen mastic wearing course (40 mm thick),m2,sqm,1438.05,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.38.1,2.5 cm thick bitumastic sheet with hot bitumen (With paving Asphalt grade VG-10),m2,sqm,352.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.38.2,2.5 cm thick bitumastic sheet with hot bitumen (With paving Asphalt grade VG-30),m2,sqm,410.17,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.38.3,2.5 cm thick bitumastic sheet with hot bitumen (With Refinery Modified Bitumen CRM5 55),m2,sqm,369.84,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.39.1,4 cm thick bitumastic sheet with hot bitumen (With paving Asphalt grade VG-10),m2,sqm,528.85,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.39.2,4 cm thick bitumastic sheet with hot bitumen (With paving asphalt grade VG-30),m2,sqm,620.29,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.39.3,4 cm thick bitumastic sheet with hot bitumen (With Refinery Modified Bitumen CRM5 55),m2,sqm,556.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.4,"Laying, spreading and compacting stone aggregate of specified sizes to WBM specifications",m3,cum,1070.59,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.40,Providing and laying seal coat of premixed fine aggregate,m2,sqm,98.73,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.41,Providing and laying seal coat over prepared surface of road with bitumen,m2,sqm,131.18,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.47.1,"Painting runway/taxi track/apon marking (New work, Two or more coats)",m2,sqm,195.97,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.47.2,"Painting runway/taxi track/apon marking (Old work, One or more coats)",m2,sqm,125.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.48.1,"Painting road surface marking (New work, Two or more coats)",m2,sqm,296.67,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.48.2,"Painting road surface marking (Old work, One or more coats)",m2,sqm,194.86,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.50,Providing and fixing Glow studs of size 100x20mm,item,each,216.99,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.51.1,"Preparation of sub- base road pavement with commercial dry lime (slaked), fly ash stabilised soil (Minimum thickness 15cm)",m3,cum,1634.41,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.53,Providing and fixing concertina coil fencing,m,metre,375.44,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.59.1,"Manufacturing, supplying and fixing retro reflective sign boards (Mandatory/Regulatory sign boards of 900 mm diameter)",m2,sqm,771.2,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.59.2,"Manufacturing, supplying and fixing retro reflective sign boards (Cautionary/warning sign boards of equilateral triangular shape)",m2,sqm,655.04,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.6.1,"Supplying, stacking and Spreading 6 mm thick red bajri (With road roller/ hand roller)",m2,sqm,26.95,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.60.1,"Manufacturing, supplying and fixing retro reflective overhead signage boards (Overhead informatory road signage)",m2,sqm,6935.61,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.61,Providing Retro-reflective regulatory sign board of size 900mm diameter,m2,sqm,771.2,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.62,Providing and applying 2.5 mm thick road marking strips (retro-reflective),m2,sqm,655.04,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.63,"Providing, laying and making kerb channel 30cm wide and 50mm thick",m,metre,242.7,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.65,Providing and fixing post delineators,item,each,37.03,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.66.1,Excavating holes upto 0.10cm (All kind of soil),item,each,7765.68,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.70.1,Providing and fixing G.I. chain link fabric fencing (Made of G.I. wire of dia 4mm),m2,sqm,1062.66,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.70.2,Providing and fixing G.I. chain link fabric fencing (PVC coated),m2,sqm,1114.78,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.71,Providing and fixing G.I. chain link fabric fencing of required width in mesh size 25x25mm,m2,sqm,1201.62,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.72,Supplying and stacking of hard stone (for stone pitching),m3,cum,1311.59,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.73,Dry stone pitching 22.5cm thick,m2,sqm,671.18,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.74.1,75mm thick back filling for pitching (Moorum),m2,sqm,101.38,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.74.2,75mm thick back filling for pitching (Stone aggregate 20mm),m2,sqm,217.42,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.74.3,75mm thick back filling for pitching (Stone aggregate 40mm),m2,sqm,206.79,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.78.1,Construction of granular sub-base (Grade- I),m3,cum,3286.47,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.78.2,Construction of granular sub-base (Grade- II),m3,cum,3431.82,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.78.3,Construction of granular sub-base (Grade- III),m3,cum,3230.65,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.79,"Providing, laying, spreading and compacting graded stone aggregate to wet mix macadam (WMM) specification",m3,cum,3466.43,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.81,Providing and erecting 2.00 metre high temporary barricading at site,m,metre,3496,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.82,Taking out existing kerb stones of all types from footpath/ central verge,m,metre,40.06,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.85,Laying at or near ground level old kerb stones,m,metre,112.33,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.86,"Providing and laying gang saw cut 18mm thick, mirror polished pre moulded and pre polished machine cut granite stone",m2,sqm,2125.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.87,"Providing and laying gang saw cut 30mm thick, mirror polished pre moulded and pre polished machine cut granite stone",m2,sqm,2125.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.88,Providing and laying matt finished vitrified tile,m2,sqm,2125.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.89,Providing and laying matt finished vitrified tile of size,m2,sqm,2125.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.9,Scarifying metalled (water-bound) road surface,m2,sqm,34.07,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.90,Providing and laying tactile tile,m2,sqm,2125.37,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.94,Providing & making Gabion structure (Zinc coated),m3,cum,4608.93,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.95,Providing & making Gabion structure (Zinc+PVC coated),m3,cum,4769.04,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,16.96,Providing & making Gabion structure (Zinc+10%Al alloy+PVC coated),m3,cum,5133.01,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.1.1,Providing and fixing Stainless Steel AISI 304 kitchen sink (510x1040 mm bowl depth 250 mm),item,each,7428.85,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.1.2,Providing and fixing Stainless Steel AISI 304 kitchen sink (510x1040 mm bowl depth 225 mm),item,each,8255.94,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.1.3,Providing and fixing Stainless Steel AISI 304 kitchen sink (510x1040 mm bowl depth 200 mm),item,each,7759.65,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.1.4,Providing and fixing Stainless Steel AISI 304 kitchen sink (510x1040 mm bowl depth 178 mm),item,each,7428.85,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.2.1,Providing and fixing Stainless Steel AISI 304 kitchen sink without drain board (610x510 mm bowl depth 200 mm),item,each,5284.87,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.2.2,Providing and fixing Stainless Steel AISI 304 kitchen sink without drain board (610x460 mm bowl depth 200 mm),item,each,4126.92,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.10.2.3,Providing and fixing Stainless Steel AISI 304 kitchen sink without drain board (470x420 mm bowl depth 178 mm),item,each,3630.63,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.11.1,Providing and fixing white vitreous china laboratory sink (Size 450x300x150 mm),item,each,5283.08,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.11.2,Providing and fixing white vitreous china laboratory sink (Size 600x450x200 mm),item,each,6937.25,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.12.1,Providing and fixing draining board with C.I. brackets (White glazed fire clay draining board of size 600x450x25 mm),item,each,1671.18,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.14.1,Extra for using coloured W.C. pan instead of white W.C. pan (Orissa pattern W.C. pan 580x440 mm),item,each,512.8,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.16A,Providing and fixing 8 mm dia C.P. / S.S. Jet with flexible tube upto 1 metre long with S.S. triangular plate to European type W.C.,item,each,370.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.17.1,Providing and fixing a pair of white vitreous china foot rests (250x130x30 mm),item,pair,271.51,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.17.2,Providing and fixing a pair of white vitreous china foot rests (250x125x25 mm),item,pair,276.46,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.20.1,Providing and fixing solid plastic seat with lid for pedestal type W.C. pan (White solid plastic seat with lid),item,each,725.21,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.20.2,Providing and fixing solid plastic seat with lid for pedestal type W.C. pan (Black solid plastic seat with lid),item,each,584.57,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.20.3,Providing and fixing solid plastic seat with lid for pedestal type W.C. pan (Coloured (other than black & white) solid plastic seat with lid),item,each,625.93,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.22A,Providing and fixing CP Brass 32mm size Bottle Trap,item,each,1095.76,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.22B,Providing and fixing CP Brass Single lever telephonic wall mixer (15 mm nominal dia),item,each,7565.72,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.26.1,Providing and fixing kitchen sink (White glazed fire clay sink of size 600x450x250 mm),item,each,2330.12,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.27.1,Providing and fixing white vitreous china laboratory sink (Size 450x300x150 mm),item,each,2661,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.27.2,Providing and fixing white vitreous china laboratory sink (Size 600x450x200 mm),item,each,4315.22,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.29,Providing and fixing 100 mm sand cast Iron grating for gully trap,item,each,55.95,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.30,Providing and fixing in position 25 mm diameter mosquito proof coupling of approved municipal design,item,each,56.01,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
IN,17.31,Providing and fixing 600x450 mm beveled edge mirror of superior glass,item,each,1744.71,INR,,CPWD Delhi Schedule of Rates 2021 Vol-II
